INICIO: Mon Mar 20 01:30:38 BRT 2017
INDIVIDUALS OF LAST GENERATION: 0
Indi 0: Fitness: 2Genotype: [-1.9, -0.2, -2.2, -1.4, -2.2, -2.2, 2.9, -0.6, 2.9, 3.9, -0.8, -0.3, -2.1, -0.6, -1.7, -2.4]
Indi 1: Fitness: 16Genotype: [3.1, 5.0, -1.8, 3.3, 3.8, 3.9, 2.6, -2.4, -2.5, -0.8, -0.1, -1.8, 2.9, 3.3, 4.1, -0.5]
Indi 2: Fitness: 22Genotype: [-1.6, 3.7, -1.6, -1.9, 3.7, -2.0, 2.6, 3.5, -2.2, -1.6, -0.9, -0.1, 3.3, -0.7, -2.3, -0.7]
Indi 3: Fitness: 24Genotype: [-1.9, -2.0, -0.3, -0.8, 3.1, -2.2, 4.6, -2.3, 4.5, 4.6, -0.6, -1.4, -2.2, -2.2, 3.1, 2.5]
Indi 4: Fitness: 26Genotype: [2.9, -1.9, -0.9, -2.0, -0.2, 3.5, 3.3, -2.2, -1.7, -2.4, 3.8, 3.0, 3.8, 4.5, -0.9, -0.8]
Indi 5: Fitness: 29Genotype: [4.8, -1.8, 4.9, 5.0, 4.9, 3.6, 2.9, 2.9, -0.5, -0.5, 3.4, -1.4, 4.1, 3.6, 3.9, 4.8]
Indi 6: Fitness: 29Genotype: [-0.4, -0.8, -0.4, -1.9, -1.4, 2.8, -2.4, 3.8, -0.3, -0.6, 4.5, -2.1, 5.0, 3.6, 4.1, 2.9]
Indi 7: Fitness: 29Genotype: [3.2, 5.0, 3.6, -1.5, 4.1, -1.9, -0.9, 2.6, -0.3, 5.0, 4.1, 3.0, -1.8, -0.9, 5.0, -1.8]
Indi 8: Fitness: 30Genotype: [-0.5, -1.1, 4.0, 3.2, -2.2, 4.0, -1.0, -1.1, -0.6, -0.7, -2.3, -0.2, 2.7, -0.9, 4.3, 4.2]
Indi 9: Fitness: 30Genotype: [-0.7, -1.4, 4.4, -0.9, -1.8, 4.8, -0.3, 4.4, 3.2, 2.8, -1.0, 3.1, 2.7, 3.3, -1.2, 3.8]
Indi 10: Fitness: 30Genotype: [4.4, 2.7, -1.3, -2.4, -1.0, -0.1, 3.5, 4.2, 3.1, -1.4, -0.1, -0.1, -1.0, -2.3, 4.8, 2.6]
