INICIO: Mon Mar 20 08:31:53 BRT 2017
INDIVIDUALS OF LAST GENERATION: 18
Indi 0: Fitness: -33Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, -0.8, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 1: Fitness: -33Genotype: [3.3, 4.8, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.9, 3.9, 3.1, -0.6, -1.1, -0.9, -1.2, -2.1]
Indi 2: Fitness: -6Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 3: Fitness: -3Genotype: [-0.1, 4.8, -0.7, -2.1, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 4: Fitness: -1Genotype: [-0.1, -0.0, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, -2.3, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 5: Fitness: 0Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 3.0, -1.2, 2.7, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 6: Fitness: 1Genotype: [-0.1, -0.0, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.9, 3.9, 3.1, -0.6, -1.1, -0.9, -1.2, -2.1]
Indi 7: Fitness: 4Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -0.6, 3.9, 3.3, 3.9, 3.1, -1.4, 4.4, -0.9, -1.2, -2.1]
Indi 8: Fitness: 15Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, -2.1, 3.1, -1.4, 4.4, -0.9, -1.2, -2.1]
Indi 9: Fitness: 24Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, 4.4, -0.9, -1.2, -2.1]
Indi 10: Fitness: 25Genotype: [-0.1, 4.8, -0.3, -2.1, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 11: Fitness: 28Genotype: [-0.1, 4.8, -0.7, 3.0, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 12: Fitness: 35Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 13: Fitness: 35Genotype: [-0.1, 4.8, -0.3, -2.1, 3.5, 3.0, -1.8, 3.9, -1.8, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 14: Fitness: 35Genotype: [-0.1, 4.8, -2.0, -2.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 15: Fitness: 35Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, -1.1, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, 4.7]
Indi 16: Fitness: 35Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 4.8, 3.9, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 17: Fitness: 36Genotype: [-0.1, 4.8, -0.3, -2.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 18: Fitness: 37Genotype: [-0.1, 4.8, -0.7, -2.1, 3.5, -2.4, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 19: Fitness: 39Genotype: [-1.4, 4.6, -2.0, -1.4, -1.1, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 20: Fitness: 39Genotype: [-0.1, 4.8, -0.7, -2.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 21: Fitness: 40Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 22: Fitness: 50Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, -1.1, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, 4.1]
Indi 23: Fitness: 57Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 4.1, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 24: Fitness: 60Genotype: [-1.4, 4.6, -2.0, -1.4, 4.5, -1.1, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 25: Fitness: 74Genotype: [-1.4, 4.6, -2.0, -1.4, 3.5, 3.0, -1.8, 3.9, -1.1, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 26: Fitness: 75Genotype: [-0.1, -0.0, -0.7, 3.1, -1.3, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 27: Fitness: 75Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 4.3, -1.2, 3.9, -1.9, 3.9, 3.1, -0.6, -1.1, -0.9, -1.2, -2.1]
Indi 28: Fitness: 79Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 4.8, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 29: Fitness: 80Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 30: Fitness: 80Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, 4.4, -0.9, -1.2, -2.1]
Indi 31: Fitness: 80Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.9, 3.9, 3.1, -0.6, -1.1, -0.9, -1.2, -2.1]
Indi 32: Fitness: 80Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, -1.1, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 33: Fitness: 80Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 4.8, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 34: Fitness: 80Genotype: [-0.1, 4.8, -0.7, -2.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, 4.7, -1.1, -0.9, -1.2, -2.1]
Indi 35: Fitness: 81Genotype: [-0.1, -0.0, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 36: Fitness: 81Genotype: [-0.1, 4.8, -0.7, -2.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 37: Fitness: 81Genotype: [-0.1, 4.8, -0.7, 3.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 38: Fitness: 81Genotype: [-1.4, 4.6, -2.0, -1.4, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 39: Fitness: 81Genotype: [-0.1, 4.8, -0.3, -2.1, 3.5, 3.0, -1.8, 3.9, 3.3, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
