INICIO: Mon Mar 20 06:57:51 BRT 2017
INDIVIDUALS OF LAST GENERATION: 5
Indi 0: Fitness: -11Genotype: [-1.4, 4.6, -2.0, -1.4, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 1: Fitness: -6Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 2: Fitness: 0Genotype: [-1.4, 4.6, -2.0, 4.1, 4.0, 2.8, -2.5, 3.3, -1.9, -1.3, 4.1, 4.1, -1.7, 4.7, -2.3, -2.3]
Indi 3: Fitness: 3Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, -0.5, -0.6, -1.1, -0.9, -1.2, -2.1]
Indi 4: Fitness: 23Genotype: [-1.4, 4.6, -2.0, -1.4, 4.0, -0.4, -2.5, 3.3, -1.9, -1.3, 4.1, -1.5, -1.7, 4.7, -2.3, -0.1]
Indi 5: Fitness: 30Genotype: [-0.1, 4.5, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 6: Fitness: 30Genotype: [-1.4, 4.6, -2.0, -1.4, 4.0, 2.8, -2.5, 3.3, -1.9, -1.3, 4.1, -1.5, -1.7, 4.7, 3.4, 2.7]
Indi 7: Fitness: 30Genotype: [-0.1, 4.8, -0.7, 3.1, 2.7, 3.0, -1.3, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 8: Fitness: 30Genotype: [-0.1, 4.8, -0.7, -1.1, 2.7, 3.0, -1.2, 3.9, -1.7, 3.9, 3.1, -1.4, -1.1, -0.9, -1.2, -2.1]
Indi 9: Fitness: 31Genotype: [-1.4, 4.6, -2.0, 4.1, 4.0, 2.8, -2.5, 3.3, -1.9, -1.3, -0.3, -1.5, -1.7, 4.7, -2.3, -2.3]
Indi 10: Fitness: 31Genotype: [-0.1, 4.8, -0.7, 3.1, 4.5, 3.0, -1.2, 3.9, -1.7, -1.3, 4.1, -1.5, -1.7, 4.7, -2.3, -2.3]
Indi 11: Fitness: 32Genotype: [-1.4, -2.5, -2.0, -1.4, 4.0, -0.4, -2.5, 3.3, -1.9, -1.3, 4.1, -1.5, -1.7, 4.7, -2.3, -2.3]
